id,name,branch,website,email,description
"joscar","JOSCAR (Hellios)","b_trade","hellios.com","","The Joint Supply Chain Accreditation Register — the supplier pre-qualification gate that primes require to onboard you."
"rdsc","Regional Defence & Security Clusters (RDSCs)","b_trade","gov.uk","","Regional networks where SMEs meet primes and MOD stakeholders in a practical, low-barrier setting — a common first step in."
"makeukdef","Make UK Defence","b_trade","makeukdefence.org","","Trade body focused on the SME manufacturing supply chain — supplier days, matchmaking and route-to-market support."
"ads","ADS Group","b_trade","adsgroup.org.uk","","Represents aerospace, defence, security & space (1,700+ members); DIJC member."
"techuk","techUK","b_trade","techuk.org","","Represents the technology sector, including defence & national-security tech."
"smi","Society of Maritime Industries","b_trade","maritimeindustries.org","","Represents the maritime and naval supply chain."
"rina","Royal Institution of Naval Architects (RINA)","b_trade","rina.org.uk","","Professional body for naval architecture and marine engineering."
"imeche","IMechE","b_trade","imeche.org","","Professional registration and standards for mechanical engineers."
"iet","IET","b_trade","theiet.org","","Professional body for engineering and technology."
"raes","Royal Aeronautical Society (RAeS)","b_trade","aerosociety.com","","Professional body for aerospace."
"rusi2","RUSI","b_trade","rusi.org","","Defence & security think tank; convening, analysis and community introductions."
"ev_dsei","DSEI (London)","b_events","dsei.co.uk","","One of the world's largest defence & security exhibitions (~2,800 exhibitors); biennial, odd years, ExCeL London. Organised by Clarion Events."
"ev_eurosatory","Eurosatory (Paris)","b_events","eurosatory.com","","The largest land and air-land defence & security exhibition; biennial, even years, Paris. Organised by COGES/GICAT."
"ev_farnborough","Farnborough International Airshow","b_events","farnboroughinternational.co.uk","","Major aerospace & defence airshow and year-round convening; biennial, even years, UK."
"ev_parisair","Paris Air Show (Le Bourget)","b_events","siae.fr","","The world's largest aerospace trade show; biennial, odd years, Paris."
"ev_mspo","MSPO (Kielce)","b_events","targikielce.pl","","International Defence Industry Exhibition — Europe's third-largest defence show and the hub for Eastern-flank rearmament; annual, Poland."
"ev_idex","IDEX & NAVDEX (Abu Dhabi)","b_events","idexuae.ae","","The premier Middle East defence exhibition; biennial, odd years, UAE."
"ev_wds","World Defense Show (Riyadh)","b_events","worlddefenseshow.com","","Saudi Arabia's fast-growing multi-domain defence exhibition (GAMI); biennial, even years."
"ev_idef","IDEF (Istanbul)","b_events","idef.com.tr","","Türkiye's international defence industry fair; biennial, odd years."
"ev_defea","DEFEA (Athens)","b_events","defea.gr","","Defence Exhibition Athens — a growing South-East Europe / East-Med marketplace; biennial."
"ev_cansec","CANSEC (Ottawa)","b_events","cansec.ca","","Canada's premier defence & security trade show, run by CADSI; annual."
"ev_ausa","AUSA Annual Meeting (Washington)","b_events","ausa.org","","The US Army's largest land-warfare exposition and professional forum; annual."
"ev_seaairspace","Sea-Air-Space (National Harbor)","b_events","seaairspace.org","","The US Navy League's maritime exposition; annual."
"ev_itsec","I/ITSEC (Orlando)","b_events","iitsec.org","","The world's largest modelling, simulation & training conference; annual, US."
"ev_indopacific","Indo Pacific (Sydney) & Land Forces","b_events","indopacificexpo.com.au","","Australia's international maritime and land-forces expositions (AMDA Foundation); biennial."
"ev_dsa","DSA (Kuala Lumpur)","b_events","dsaexhibition.com","","Defence Services Asia — the gateway to the South-East Asian defence market; biennial."
"ev_milipol","Milipol Paris","b_events","milipol.com","","Leading homeland-security exhibition for law enforcement and internal security; biennial."
"md_janes","Janes","b_media","janes.com","","The definitive open-source defence intelligence provider — equipment, orders of battle, markets and threat data; UK-headquartered."
"md_defnews","Defense News","b_media","defensenews.com","","Leading US defence trade publication (Sightline Media) — procurement, budgets and industry news."
"md_breaking","Breaking Defense","b_media","breakingdefense.com","","Fast-moving US digital outlet on defence acquisition, budgets and emerging capability."
"md_defenseone","Defense One","b_media","defenseone.com","","US analysis on the future of defence, technology and national security (Atlantic Media/GovExec)."
"md_shephard","Shephard Media","b_media","shephardmedia.com","","UK-based defence publisher — land, air, naval, uncrewed and defence-insight titles and data."
"md_twz","The War Zone (TWZ)","b_media","twz.com","","US outlet known for fast, detailed open-source analysis of military hardware and events."
"md_navalnews","Naval News","b_media","navalnews.com","","Specialist naval and maritime-defence news and analysis."
"md_aviationweek","Aviation Week Network","b_media","aviationweek.com","","Long-standing aerospace & defence intelligence, data and events (Defense & Space)."
"md_flightglobal","FlightGlobal","b_media","flightglobal.com","","Aerospace industry news and analysis, including military aviation."
"md_ukdj","UK Defence Journal","b_media","ukdefencejournal.org.uk","","Independent UK defence news and commentary with a strong general readership."
"md_forces","Forces News (BFBS)","b_media","forces.net","","Armed-forces news service for the UK military community, run by BFBS."
"md_esut","ESUT — Europäische Sicherheit & Technik","b_media","esut.de","","Leading German defence & security technology journal."
"md_monch","Mönch / MILTECH","b_media","monch.com","","European defence publisher (Military Technology and related titles)."
"md_edr","European Defence Review (EDR)","b_media","edrmagazine.eu","","Independent European defence magazine and online analysis."
"md_armada","Armada International","b_media","armadainternational.com","","International defence technology magazine with a global readership."
"md_defence24","Defence24 (Poland)","b_media","defence24.com","","The largest Central-European defence portal — Polish and English; industry, armed forces and geopolitics."
"md_defexpress","Defense Express (Ukraine)","b_media","defence-ua.com","","Ukraine's leading defence-industry and technology portal; closely followed for battlefield and industrial insight."
"md_rid","RID — Rivista Italiana Difesa","b_media","rid.it","","Italy's long-standing monthly defence magazine — analysis of programmes, platforms and strategy."
"md_analisidifesa","Analisi Difesa (Italy)","b_media","analisidifesa.it","","Independent Italian defence, industry and military-affairs magazine."
"md_opex360","Opex360 / Zone Militaire (France)","b_media","opex360.com","","One of France's most-read independent defence news sites; forces, programmes and geopolitics."
"md_infodefensa","Infodefensa (Spain)","b_media","infodefensa.com","","Leading Spanish-language defence news portal covering Spain and Latin America."
"md_defenceturkey","Defence Turkey","b_media","defenceturkey.com","","Türkiye's premier defence & aerospace publication — industry coverage and interviews since 2001."
"md_hartpunkt","hartpunkt (Germany)","b_media","hartpunkt.de","","German-language defence news and analysis site focused on the Bundeswehr and European security."
"pol_rusi","RUSI","b_policy","rusi.org","","The Royal United Services Institute — the UK's leading defence and security think tank; independent analysis and convening."
"pol_iiss","IISS","b_policy","iiss.org","","International Institute for Strategic Studies — global authority on military balance and strategic affairs (publisher of The Military Balance)."
"pol_chatham","Chatham House","b_policy","chathamhouse.org","","The Royal Institute of International Affairs — foreign-policy and security research and convening."
"pol_csis","CSIS","b_policy","csis.org","","Center for Strategic & International Studies — major US bipartisan security and defence think tank."
"pol_cnas","CNAS","b_policy","cnas.org","","Center for a New American Security — US defence-policy think tank focused on practical strategy."
"pol_atlantic","Atlantic Council","b_policy","atlanticcouncil.org","","Transatlantic think tank shaping security, defence and alliance policy."
"pol_rand","RAND Corporation","b_policy","rand.org","","US non-profit research organisation; long-standing defence analysis and wargaming for government."
"pol_cepa","CEPA","b_policy","cepa.org","","Center for European Policy Analysis — transatlantic security policy, focused on Europe's frontier."
"pol_geostrategy","Council on Geostrategy","b_policy","geostrategy.org.uk","","UK think tank on strategic competition, industrial and maritime power."
"pol_policyexchange","Policy Exchange (Britain in the World)","b_policy","policyexchange.org.uk","","UK think tank whose security programme informs defence and foreign policy."
"pol_egmont","Egmont Institute","b_policy","egmontinstitute.be","","Belgian royal institute for international relations — EU/NATO security policy."
"pol_sipri","SIPRI","b_policy","sipri.org","","Stockholm International Peace Research Institute — authoritative data on arms, military spending and transfers."
"pol_ifri","IFRI","b_policy","ifri.org","","Institut français des relations internationales — France's leading international-affairs institute."
"pol_dgap","DGAP","b_policy","dgap.org","","German Council on Foreign Relations — security and defence policy analysis."
"pol_natodefencecollege","NATO Defense College","b_policy","ndc.nato.it","","NATO's strategic-level education and research institution, Rome."
"ee_icds","ICDS (Estonia)","b_policy","icds.ee","","International Centre for Defence and Security — Estonia's leading defence, security and foreign-policy think tank; hosts the Lennart Meri Conference and Annual Baltic Conference on Defence, Tallinn."
"lv_liia","LIIA (Latvia)","b_policy","liia.lv","","Latvian Institute of International Affairs — Riga-based foreign and security policy institute; runs the Rīga Conference community."
"lt_tspmi","VU TSPMI (Lithuania)","b_policy","tspmi.vu.lt","","Vilnius University's Institute of International Relations & Political Science — Lithuania's principal security-studies hub."
"fi_fiia","FIIA (Finland)","b_policy","fiia.fi","","Finnish Institute of International Affairs — Helsinki-based research on security, the EU and the northern neighbourhood."
"se_ui","UI (Sweden)","b_policy","ui.se","","Swedish Institute of International Affairs — Stockholm; independent research and analysis on foreign and security policy."
"dk_thinkeuropa","Think Tank EUROPA (Denmark)","b_policy","thinkeuropa.dk","","Danish think tank on EU and European security policy."
"pl_pism","PISM (Poland)","b_policy","pism.pl","","Polish Institute of International Affairs — Warsaw; a leading state-linked foreign and security policy institute."
"pl_pulaski","Casimir Pulaski Foundation (Poland)","b_policy","pulaski.pl","","Independent Warsaw think tank focused on defence, security and transatlantic relations; runs Defence24-adjacent expert networks."
"sk_globsec","GLOBSEC (Slovakia)","b_policy","globsec.org","","Bratislava-headquartered global think tank; its European Defence Initiative and Eastern-flank readiness reports are widely cited."
"sk_sfpa","SFPA (Slovakia)","b_policy","sfpa.sk","","Slovak Foreign Policy Association — foreign and security policy research and debate."
"cz_iir","IIR Prague (Czechia)","b_policy","iir.cz","","Institute of International Relations Prague — the Czech Republic's principal foreign-policy research institute."
"cz_amo","AMO (Czechia)","b_policy","amo.cz","","Association for International Affairs — independent Prague think tank on foreign and security policy."
"cz_pssi","PSSI (Czechia)","b_policy","pssi.cz","","Prague Security Studies Institute — security policy, economic security and space-security programmes."
"ro_newstrategy","New Strategy Center (Romania)","b_policy","newstrategycenter.ro","","Romanian think tank on Black Sea security, defence and energy."
"bg_sofiaforum","Sofia Security Forum (Bulgaria)","b_policy","sofiaforum.bg","","Bulgarian platform convening South-East European security and defence debate."
"rs_bcsp","BCSP (Serbia)","b_policy","bezbednost.org","","Belgrade Centre for Security Policy — security-sector research in the Western Balkans."
"ch_dcaf","DCAF (Geneva)","b_policy","dcaf.ch","","Geneva Centre for Security Sector Governance — a global reference on democratic governance of armed and security forces."
"fr_iris","IRIS (France)","b_policy","iris-france.org","","Institut de relations internationales et stratégiques — French institute with a strong defence-economics and strategy focus."
"de_swp","SWP (Germany)","b_policy","swp-berlin.org","","Stiftung Wissenschaft und Politik — the German government's principal foreign & security policy advisory institute, Berlin."
"it_iai","IAI (Italy)","b_policy","iai.it","","Istituto Affari Internazionali — Italy's leading defence and international-affairs institute, Rome."
"it_ispi","ISPI (Italy)","b_policy","ispionline.it","","Institute for International Political Studies — Milan-based foreign-policy and security think tank."
"es_elcano","Elcano Royal Institute (Spain)","b_policy","realinstitutoelcano.org","","Spain's leading international and strategic studies institute, Madrid."
"es_cidob","CIDOB (Spain)","b_policy","cidob.org","","Barcelona Centre for International Affairs — foreign and security policy research."
"nl_clingendael","Clingendael (Netherlands)","b_policy","clingendael.org","","The Netherlands Institute of International Relations — leading think tank and diplomatic academy, part-funded by the Dutch MoD."
"nl_hcss","HCSS (Netherlands)","b_policy","hcss.nl","","The Hague Centre for Strategic Studies — data-driven security, defence-industrial and strategic analysis."
"no_nupi","NUPI (Norway)","b_policy","nupi.no","","Norwegian Institute of International Affairs — Oslo; security, defence and Arctic research."
"no_prio","PRIO (Norway)","b_policy","prio.org","","Peace Research Institute Oslo — long-standing conflict and security research institute."
"dk_diis","DIIS (Denmark)","b_policy","diis.dk","","Danish Institute for International Studies — foreign, defence and security policy research, Copenhagen."
"gr_eliamep","ELIAMEP (Greece)","b_policy","eliamep.gr","","Hellenic Foundation for European & Foreign Policy — Greece's principal international-affairs think tank."
"pt_ipri","IPRI-NOVA (Portugal)","b_policy","ipri.pt","","Portuguese Institute of International Relations — NOVA University Lisbon; foreign and security policy."
"hu_kki","KKI / IFAT (Hungary)","b_policy","kki.hu","","Institute for Foreign Affairs and Trade — Hungary's government-linked international-affairs institute."
"ca_cgai","CGAI (Canada)","b_policy","cgai.ca","","Canadian Global Affairs Institute — Canada's leading independent defence, security and foreign-policy institute (Calgary/Ottawa)."
"au_aspi","ASPI (Australia)","b_policy","aspi.org.au","","Australian Strategic Policy Institute — Canberra; defence and strategic policy, widely cited across the Indo-Pacific."
"jp_jiia","JIIA (Japan)","b_policy","jiia.or.jp","","Japan Institute of International Affairs — Japan's leading foreign-policy and security think tank, Tokyo."
"kr_kida","KIDA (South Korea)","b_policy","kida.re.kr","","Korea Institute for Defense Analyses — the ROK's principal government defence-analysis institute."
"il_inss","INSS (Israel)","b_policy","inss.org.il","","Institute for National Security Studies — Israel's leading security think tank, Tel Aviv University."
"il_jiss","JISS (Israel)","b_policy","jiss.org.il","","Jerusalem Institute for Strategy and Security — national-security research and strategy."
"uk_str_sdr","UK Strategic Defence Review 2025","b_strategy","gov.uk","","'Making Britain Safer: secure at home, strong abroad' — the externally-led SDR published 2 June 2025; 62 recommendations, NATO-first, a shift to war-fighting readiness, autonomy and AI."
"uk_str_nss","UK National Security Strategy 2025","b_strategy","gov.uk","","The cross-government National Security Strategy published June 2025 ahead of the NATO Hague Summit; sets the UK's threat assessment and security priorities above the defence-specific SDR."
"str_nato_sc","NATO Strategic Concept 2022","b_strategy","nato.int","","The Alliance's guiding document, approved at the Madrid Summit on 29 June 2022 — three core tasks (deterrence & defence; crisis prevention & management; cooperative security); names Russia the most significant and direct threat."
"str_eu_compass","EU Strategic Compass 2022","b_strategy","eeas.europa.eu","","The EU's security & defence action plan to 2030, adopted March 2022 — a shared threat analysis and concrete goals including the EU Rapid Deployment Capacity."
"us_str_nds","US National Defense Strategy","b_strategy","defense.gov","","The Department of Defense's capstone strategy directing force posture, priorities and the pacing challenge; issued by the Secretary of Defense and published via defense.gov."
"us_str_nss","US National Security Strategy","b_strategy","whitehouse.gov","","The White House's overarching statement of national-security priorities, from which the National Defense Strategy flows."
"fr_str_rns","France — Revue Nationale Stratégique","b_strategy","sgdsn.gouv.fr","","France's National Strategic Review (first issued 2022, Toulon) — sets ten strategic objectives; maintained by the SGDSN under the Prime Minister."
"de_str_nss","Germany — National Security Strategy","b_strategy","nationalesicherheitsstrategie.de","","Germany's first integrated National Security Strategy (2023), the 'Zeitenwende' turning point — an 'integrated security' approach across defence, resilience and values."
"str_eu_capdev","EU Capability Development Priorities","b_strategy","eda.europa.eu","","The European Defence Agency's agreed capability priorities that steer collaborative EU development — the practical companion to the Strategic Compass."
"fin_dsrb","Defence, Security & Resilience Bank (DSRB)","b_finance","dsrbank.com","","Proposed nation-owned multilateral bank to harness capital markets for allied defence, readiness and supply-chain finance; in development, backed by major banks and 30+ nations."
"fin_eib","European Investment Bank — Security & Defence","b_finance","eib.org","","The EU's bank; has expanded defence eligibility and intermediated lending to reach defence-supply-chain SMEs across the Union."
"fin_kfw","KfW (Germany)","b_finance","kfw.de","","Germany's national promotional bank; part of the EIB-coordinated pan-European defence-finance push."
"fin_bpifrance","Bpifrance","b_finance","bpifrance.fr","","France's public investment bank — dedicated defence support, loans and equity for defence SMEs."
"fin_cdp","Cassa Depositi e Prestiti (Italy)","b_finance","cdp.it","","Italy's national promotional institution participating in the pan-European defence-finance framework."
"fin_bgk","Bank Gospodarstwa Krajowego (Poland)","b_finance","bgk.pl","","Poland's state development bank, financing the Eastern flank's rapid rearmament."
"fin_ico","ICO (Spain)","b_finance","ico.es","","Instituto de Crédito Oficial — Spain's national promotional bank in the EIB defence-finance group."
"fin_cdc","Caisse des Dépôts (France)","b_finance","caissedesdepots.fr","","France's long-term public investor, part of the five-nation promotional-bank defence agreement."
"inc_starburst","Starburst Aerospace","b_incubators","starburst.aero","","Global aerospace & defence accelerator connecting start-ups with primes, investors and governments."
"inc_nsin","NSIN (US)","b_incubators","nsin.mil","","National Security Innovation Network — US DoD programme building defence-tech talent and ventures via university and start-up communities."
"inc_techstars","Techstars (Defense/Space)","b_incubators","techstars.com","","Global accelerator running defence- and space-focused programmes with government and prime partners."
"inc_plexal","Plexal","b_incubators","plexal.com","","UK innovation company delivering defence and cyber accelerators (e.g. for DASA and NCSC), based at Here East."
"inc_conductive","D3 / Dual-use VC","b_incubators","d3vc.com","","Dual-use venture investor backing defence and deep-tech founders; runs accelerator-style community programmes."
"inc_h4d","Hacking for Defense (BMNT)","b_incubators","bmnt.com","","Problem-curation and H4D methodology connecting mission problems to start-up solutions; US-origin, now allied."
"inc_civ_uk","LORCA / Cyber Runway alumni","b_incubators","plexal.com","","UK cyber and dual-use scale-up programmes feeding the defence supply chain."
"inc_startupbootcamp","Startupbootcamp (Def/Sec)","b_incubators","startupbootcamp.org","","Global accelerator network running defence- and security-relevant cohorts in Europe."
"inc_tehnopol","Tehnopol (Estonia)","b_incubators","tehnopol.ee","","The Baltics' largest science & business park, Tallinn; runs Estonia's NATO DIANA accelerator and cyber/dual-use programmes."
"inc_palladion","Palladion Defence Accelerator (Germany)","b_incubators","unibw.de","","Germany's DIANA defence accelerator, based at the University of the Bundeswehr Munich — deep-tech and dual-use maturation with Bundeswehr links."
"inc_eurodefense","European Defense Tech Hackathon (Eurodefense.tech)","b_incubators","eurodefense.tech","","Community running Europe's largest defence-tech hackathons (Munich, Tallinn and beyond) — the recurring collaborative events connecting builders to the sector."
"inc_define_fi","DEFINE — Defence Innovation Network Finland","b_incubators","vtt.fi","","Finland's defence-innovation network; co-delivers the Finnish NATO DIANA accelerator with VTT, Aalto University and the University of Helsinki."
"com_canny","Canny Comms","b_comms","canny-comms.co.uk","","Defence & security communications and marketing consultancy (Porton Down Science Park); runs the CIPR-accredited Reputation Masterclass and training for the sector."
"com_blackjelly","Black Jellyfish","b_comms","blackjellyfish.co.uk","","Technology consultancy partnering on defence communications and complex-technology engagement."
"fw_ccs","Crown Commercial Service","b_frameworks","crowncommercial.gov.uk","","The UK government's central buying function; hosts framework agreements many defence and public-sector requirements run through."
"fw_jrco","DE&S Commercial frameworks","b_frameworks","gov.uk","","Defence Equipment & Support lets and manages the major MOD framework agreements and enabling contracts."
"fw_dspcr","DSPCR 2011","b_frameworks","gov.uk","","The Defence & Security Public Contracts Regulations — the UK legal framework governing how defence procurements are run."
"fw_dsp","Defence Sourcing Portal","b_frameworks","gov.uk","","The MOD's supplier-facing sourcing and tendering portal for defence opportunities."
"fw_edip","EDIP (EU)","b_frameworks","defence-industry-space.ec.europa.eu","","European Defence Industry Programme — the EU's framework for jointly funding and procuring defence capability."
"fw_edirpa","EDIRPA (EU)","b_frameworks","defence-industry-space.ec.europa.eu","","EU instrument incentivising common defence procurement among member states."
"fw_nspa_frame","NSPA framework agreements","b_frameworks","nspa.nato.int","","NATO Support & Procurement Agency's multinational framework contracts and acquisition support."
